5 -0.057809 0.0319239
15 -0.0347122 0.0323549
25 -0.00701635 0.0324876
35 -0.0872767 0.0316565
45 -0.0143272 0.0332126
55 0.0225111 0.0326643
65 -0.00746861 0.0325083
75 0.0775835 0.033169
85 0.0114097 0.0322581
95 0.0913114 0.0328914
105 0.028763 0.0321119
115 -0.0347063 0.0320818
125 0.0423418 0.0318204
135 -0.00919416 0.032243
145 -0.0479295 0.0314107
155 0.000471967 0.0320676
165 -0.0327654 0.0318023
175 0.038323 0.0319308
185 -0.00580068 0.0320427
195 0.0231578 0.0322151
205 0.00172029 0.0318985
215 -0.00886847 0.0314519
225 0.0540099 0.0323961
235 0.00833971 0.0319479
245 0.0139978 0.0315908
255 0.0285456 0.0321051
265 -0.0250477 0.0396441
275 0.00183199 0.0312485
285 0.0734401 0.03246
295 0.00780832 0.0317462
305 0.0023439 0.0313176
315 0.0315647 0.0318718
325 -0.00675219 0.0316818
335 0.012527 0.0319113
345 -0.0406418 0.031476
355 -0.00305496 0.0312099
365 0.0189066 0.0335337
375 -0.0130667 0.0314901
385 -0.0351162 0.0308212
395 0.00481804 0.0316281
405 -0.0434016 0.0312996
415 0.0249445 0.0314946
425 0.00886854 0.0309131
435 0.00105466 0.0315119
445 -0.00638087 0.0311841
455 -0.0161057 0.0311665
465 -0.0557238 0.0307403
475 0.0182701 0.031317
485 0.0553432 0.0316851
495 0.0413277 0.0309808
505 -0.024585 0.0310103
515 -0.0331203 0.0305623
525 -0.0285639 0.0305563
535 -0.0539863 0.0350671
545 0.00152899 0.0308962
