5 3.7701 0.0319239
15 3.7828 0.0323549
25 3.80036 0.0324876
35 3.71022 0.0316565
45 3.77353 0.0332126
55 3.80096 0.0326643
65 3.76181 0.0325083
75 3.83792 0.033169
85 3.76303 0.0322581
95 3.83442 0.0328914
105 3.76357 0.0321119
115 3.69201 0.0320818
125 3.76117 0.0318204
135 3.70193 0.032243
145 3.65569 0.0314107
155 3.69677 0.0320676
165 3.65639 0.0318023
175 3.72051 0.0319308
185 3.6696 0.0320427
195 3.69193 0.0322151
205 3.66403 0.0318985
215 3.64714 0.0314519
225 3.70387 0.0323961
235 3.6522 0.0319479
245 3.65201 0.0315908
255 3.66086 0.0321051
265 3.6017 0.0396441
275 3.62316 0.0312485
285 3.68948 0.03246
295 3.61868 0.0317462
305 3.60819 0.0313176
315 3.6325 0.0318718
325 3.5894 0.0316818
335 3.60401 0.0319113
345 3.54628 0.031476
355 3.57943 0.0312099
365 3.59706 0.0335337
375 3.56086 0.0314901
385 3.53469 0.0308212
395 3.57061 0.0316281
405 3.51847 0.0312996
415 3.58299 0.0314946
425 3.56319 0.0309131
435 3.55174 0.0315119
445 3.54075 0.0311841
455 3.52757 0.0311665
465 3.48458 0.0307403
475 3.55528 0.031317
485 3.58915 0.0316851
495 3.572 0.0309808
505 3.50304 0.0310103
515 3.49152 0.0305623
525 3.49318 0.0305563
535 3.46492 0.0350671
545 3.51767 0.0308962
