5 -0.0350679 0.0296903
15 0.00318169 0.030065
25 0.0299454 0.0301401
35 -0.0556733 0.0294759
45 -0.023653 0.0304581
55 -0.0295141 0.0294583
65 -0.0370327 0.0296595
75 0.0279417 0.0300808
85 0.00422296 0.0295033
95 0.0604391 0.0301133
105 0.063716 0.0299494
115 -0.0383875 0.0294742
125 0.0617421 0.0296521
135 0.0101754 0.0298269
145 -0.00252889 0.0293947
155 -0.0019601 0.0295443
165 -0.0367081 0.0293377
175 -0.00604234 0.0291474
185 -0.00798794 0.0295166
195 0.0132417 0.029471
205 -8.47788e-05 0.0294151
215 -0.00289544 0.0290581
225 0.0404476 0.0295594
235 -0.00740301 0.0292524
245 0.0167721 0.0290669
255 0.0030068 0.0293715
265 0.0209409 0.0372262
275 0.021089 0.028991
285 0.0314015 0.0295257
295 -0.005561 0.0291508
305 -0.00143034 0.0288559
315 0.0103022 0.0292284
325 0.00787367 0.0292571
335 -0.00960533 0.0294387
345 -0.0375163 0.0289398
355 0.00138425 0.0287468
365 0.0136135 0.0308202
375 -0.00876507 0.0288725
385 -0.0281697 0.0284592
395 -0.0225837 0.0287363
405 -0.0340873 0.0287769
415 0.0159953 0.0289218
425 0.0163142 0.0286126
435 -0.0118739 0.02882
445 0.0191436 0.0288791
455 -0.0454122 0.0282771
465 -0.0303502 0.0285549
475 0.000956145 0.0287313
485 0.0312978 0.0289219
495 0.0541595 0.0287329
505 -0.0206199 0.0286714
515 0.0310598 0.0287946
525 -0.00701507 0.0283473
535 -0.0429874 0.0325023
545 -0.00563151 0.028604
