5 2.70575 0.0237523
15 2.72872 0.024052
25 2.74269 0.0241121
35 2.66693 0.0235807
45 2.68547 0.0243665
55 2.67387 0.0235667
65 2.66112 0.0237276
75 2.70653 0.0240646
85 2.68115 0.0236026
95 2.71987 0.0240906
105 2.7164 0.0239596
115 2.62877 0.0235793
125 2.70307 0.0237216
135 2.65617 0.0238615
145 2.64049 0.0235157
155 2.63556 0.0236354
165 2.60252 0.0234702
175 2.62194 0.0233179
185 2.61539 0.0236133
195 2.62751 0.0235768
205 2.6121 0.0235321
215 2.60522 0.0232465
225 2.63538 0.0236475
235 2.59269 0.023402
245 2.60774 0.0232535
255 2.59254 0.0234972
265 2.6028 0.029781
275 2.59893 0.0231928
285 2.6033 0.0236206
295 2.56994 0.0233206
305 2.56954 0.0230847
315 2.57532 0.0233827
325 2.56986 0.0234057
335 2.55245 0.023551
345 2.52678 0.0231518
355 2.55463 0.0229974
365 2.56124 0.0246562
375 2.54023 0.023098
385 2.52168 0.0227674
395 2.5232 0.022989
405 2.51111 0.0230215
415 2.54837 0.0231374
425 2.54589 0.0228901
435 2.52067 0.023056
445 2.54288 0.0231032
455 2.48869 0.0226217
465 2.49826 0.0228439
475 2.52089 0.022985
485 2.54281 0.0231376
495 2.5588 0.0229863
505 2.49673 0.0229371
515 2.53589 0.0230357
525 2.50329 0.0226778
535 2.47244 0.0260018
545 2.50029 0.0228832
